瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),钦拌 老荤樊(MJ/m2)
185,绊魂,2011-02-28,7.5,6.8,11,1.5,3.03
185,绊魂,2011-03-01,4.7,3.2,7.7,5,2.64
185,绊魂,2011-03-02,3.8,2.9,5.4,,18.45
185,绊魂,2011-03-03,3.4,2.1,5.3,0,14.12
185,绊魂,2011-03-04,3.6,1.8,5.4,,14.4
185,绊魂,2011-03-05,7,2.1,10.5,,18.67
185,绊魂,2011-03-06,7.8,6.7,8.8,.2,3.36
185,绊魂,2011-03-07,5.8,4.4,7.9,,19.81
185,绊魂,2011-03-08,7.4,4.4,11.2,,19.96
185,绊魂,2011-03-09,6,4.8,8.2,,19.59
185,绊魂,2011-03-10,6.6,4.3,8.8,,22.64
185,绊魂,2011-03-11,10,6.9,15,,24.56
185,绊魂,2011-03-12,10.6,5.7,15,,17.79
185,绊魂,2011-03-13,12.4,8.5,16.6,,21.94
185,绊魂,2011-03-14,10.6,5.8,14.8,0,6.04
185,绊魂,2011-03-15,5.4,3.6,7.1,,18
185,绊魂,2011-03-16,5.5,2.7,10.3,,19.34
185,绊魂,2011-03-17,5.3,3.3,7.7,,22.96
185,绊魂,2011-03-18,9.6,2.4,12.7,,16.46
185,绊魂,2011-03-19,12.3,11,14.8,1.5,14.44
185,绊魂,2011-03-20,11.3,8.1,14,9,9.56
185,绊魂,2011-03-21,8.7,7.3,10.6,16.5,6.83
185,绊魂,2011-03-22,5.1,4.2,8.1,,17.43
185,绊魂,2011-03-23,5.2,3.9,6.6,,22.98
185,绊魂,2011-03-24,8.8,4.5,12.6,0,20.39
185,绊魂,2011-03-25,6,4.9,8,.1,23.5
185,绊魂,2011-03-26,5.6,4.8,7.5,,23.87
185,绊魂,2011-03-27,8.7,4.6,12,,21.19
185,绊魂,2011-03-28,9.9,7.3,13.6,,21.24
185,绊魂,2011-03-29,7.5,6.7,9.3,,14.79
185,绊魂,2011-03-30,9.3,6.7,12.3,,24.28
185,绊魂,2011-03-31,10.6,8.2,13.5,,24.66
185,绊魂,2011-04-01,11.9,7.7,15.4,,24.98
185,绊魂,2011-04-02,12.3,10.4,15.2,,15.93
185,绊魂,2011-04-03,8.9,8.2,11.7,11.5,5.03
185,绊魂,2011-04-04,9.7,6.7,12.6,,26.23
185,绊魂,2011-04-05,10.5,7.4,15.2,,26.88
185,绊魂,2011-04-06,14.1,7.7,18.2,0,22.27
185,绊魂,2011-04-07,13.2,10.2,15.1,38,6.45
185,绊魂,2011-04-08,9.2,8.1,10.5,3,15.75
185,绊魂,2011-04-09,10,6.8,13,,25.55
185,绊魂,2011-04-10,12,7.4,16.1,,25.79
185,绊魂,2011-04-11,9.7,8.4,11.7,,26.59
185,绊魂,2011-04-12,11.7,7.1,16.8,,30.17
185,绊魂,2011-04-13,11.8,8,15,,28.01
185,绊魂,2011-04-14,13.9,7.4,18.7,.4,21.29
185,绊魂,2011-04-15,14,11.7,15.9,,19.24
185,绊魂,2011-04-16,13.2,10.4,16.5,,21.43
185,绊魂,2011-04-17,12.6,8.2,18.4,,27.14
185,绊魂,2011-04-18,10.4,7.2,12.8,2,24.8
185,绊魂,2011-04-19,10.3,7.7,12.8,.2,29.58
185,绊魂,2011-04-20,12,7.6,18,,29.65
185,绊魂,2011-04-21,14.3,8.3,18.2,,20.6
185,绊魂,2011-04-22,12.4,9.2,16.4,15,1.36
185,绊魂,2011-04-23,11.9,9,14.9,,28.59
185,绊魂,2011-04-24,12.4,10.7,16.1,.1,24.6
185,绊魂,2011-04-25,13.9,10.8,16.6,,28.32
185,绊魂,2011-04-26,15.4,14.1,17.1,0,9.51
185,绊魂,2011-04-27,12,10.3,14.7,,14.05
185,绊魂,2011-04-28,12,10.1,15.2,,31.35
185,绊魂,2011-04-29,15.1,7.7,18.5,,27.25
185,绊魂,2011-04-30,16.7,14.8,18.1,16,4.98
185,绊魂,2011-05-01,13.7,11.5,16.2,,26.85
185,绊魂,2011-05-02,13.7,11,16.1,,23.97
185,绊魂,2011-05-03,14.6,12.8,18.5,.5,16.56
185,绊魂,2011-05-04,13.9,11.6,16.5,,23.54
185,绊魂,2011-05-05,17.3,11.9,21.9,,30.14
185,绊魂,2011-05-06,17.8,16.3,20.1,.2,9.7
185,绊魂,2011-05-07,16.7,15.9,18.7,.3,14.25
185,绊魂,2011-05-08,17.7,15.4,21.2,,24.18
185,绊魂,2011-05-09,19.6,18.3,20.5,1.5,7.84
185,绊魂,2011-05-10,18.3,17.7,19.4,1.5,12.08
185,绊魂,2011-05-11,16.8,14.5,19.3,20,1.83
185,绊魂,2011-05-12,14.9,14.1,17.2,.3,16.09
185,绊魂,2011-05-13,16.4,12.9,20.1,,31.89
185,绊魂,2011-05-14,16.7,13.9,19.4,,28.55
185,绊魂,2011-05-15,17.1,13.3,20.5,,26.32
185,绊魂,2011-05-16,16.6,14.8,19.3,0,17.57
185,绊魂,2011-05-17,16.4,15,20.7,,27.18
185,绊魂,2011-05-18,18.7,15.1,21.8,,31.52
185,绊魂,2011-05-19,20.4,17.9,23.7,,28.83
185,绊魂,2011-05-20,20.8,19.2,25,,26.26
185,绊魂,2011-05-21,20.2,15.9,25.1,,24.03
185,绊魂,2011-05-22,16.7,14.6,19.5,.4,3.51
185,绊魂,2011-05-23,14.7,12.7,18.4,13,6.68
185,绊魂,2011-05-24,18.4,14.8,22,.1,30.78
185,绊魂,2011-05-25,19.1,16.8,21.8,2,7.38
185,绊魂,2011-05-26,18.3,16.3,22,.5,17.03
185,绊魂,2011-05-27,16.9,15.9,20,,13.05
185,绊魂,2011-05-28,17.7,15.6,21.3,,20.71
185,绊魂,2011-05-29,17.6,15.7,21.4,,33.13
185,绊魂,2011-05-30,18.4,15.5,22.2,,31.06
185,绊魂,2011-05-31,18.2,17.5,20.2,.4,5.66
185,绊魂,2011-06-01,18.7,16.9,21.2,,19.79
185,绊魂,2011-06-02,17.3,16.5,19.6,,17.99
185,绊魂,2011-06-03,19.4,15.8,23.9,,21.34
185,绊魂,2011-06-04,20.4,17.6,23.4,,23.3
185,绊魂,2011-06-05,19.3,15.8,23,,23.27
185,绊魂,2011-06-06,19.1,15,22.9,.5,12.05
185,绊魂,2011-06-07,19.6,18,23,,20.37
185,绊魂,2011-06-08,20.3,17.6,23.4,,29.49
185,绊魂,2011-06-09,20.3,17.8,23.3,,9.74
185,绊魂,2011-06-10,20.8,19.4,22.5,51,3.5
185,绊魂,2011-06-11,19.7,18.2,22.3,15,12.43
185,绊魂,2011-06-12,19.7,18.4,22.4,.1,9.31
185,绊魂,2011-06-13,18.9,17.2,22.6,,16.09
185,绊魂,2011-06-14,18.5,17.1,21.7,,13.32
185,绊魂,2011-06-15,19,17.5,20.5,15,6.03
185,绊魂,2011-06-16,19.8,18.5,22.9,23,10.03
185,绊魂,2011-06-17,20.2,18.6,23.5,.1,13.22
185,绊魂,2011-06-18,19.3,18.3,21.4,8.5,7.09
185,绊魂,2011-06-19,19.3,18,21.7,5.5,5.69
185,绊魂,2011-06-20,20.1,18.5,22.9,,16.19
185,绊魂,2011-06-21,21.5,17.4,24.6,34,12.98
185,绊魂,2011-06-22,23,21.1,24.2,43,10.2
185,绊魂,2011-06-23,23,22.2,23.8,,11
185,绊魂,2011-06-24,24.1,22.7,25.9,,18.34
185,绊魂,2011-06-25,25.3,23.1,28.3,21.5,7
185,绊魂,2011-06-26,21.6,20.6,25.6,11,17.01
185,绊魂,2011-06-27,21.9,20.3,23.6,,15.78
185,绊魂,2011-06-28,22.9,21.4,24.1,5.5,8.66
185,绊魂,2011-06-29,23.5,22.6,25.4,,17.33
185,绊魂,2011-06-30,22.7,21.3,23.7,30,2.67
185,绊魂,2011-07-01,22.4,21.5,23.8,,17.01
185,绊魂,2011-07-02,23.7,21.7,27,.5,12.32
185,绊魂,2011-07-03,23.7,22.6,26.6,,22.78
185,绊魂,2011-07-04,21.6,19.6,23.6,1,6.46
185,绊魂,2011-07-05,21.4,19.3,23.4,.5,15.84
185,绊魂,2011-07-06,22.7,19.3,23.8,37,2.98
185,绊魂,2011-07-07,23.6,21.9,24.8,,10.77
185,绊魂,2011-07-08,24.5,23.3,26.2,.5,12.18
185,绊魂,2011-07-09,25.4,23.3,27.3,2,20.32
185,绊魂,2011-07-10,26.1,24.8,28.3,0,20.45
185,绊魂,2011-07-11,26.7,25.3,29.3,,26.68
185,绊魂,2011-07-12,26.7,25.6,29.2,,22.07
185,绊魂,2011-07-13,26.6,25.3,28.7,,21.14
185,绊魂,2011-07-14,27.1,25.7,30,0,24.02
185,绊魂,2011-07-15,27.3,25.6,29.9,,30.4
185,绊魂,2011-07-16,27.5,25.6,30.4,,31.44
185,绊魂,2011-07-17,27,24.3,31.7,,27.65
185,绊魂,2011-07-18,27.8,23.7,32.8,,31.05
185,绊魂,2011-07-19,26.7,24.3,30.1,,31.82
185,绊魂,2011-07-20,27,24.8,29.9,,30.37
185,绊魂,2011-07-21,26.3,24.5,29.7,,23.93
185,绊魂,2011-07-22,25.2,23,28.3,,19.12
185,绊魂,2011-07-23,25.3,22.5,28.2,,21.53
185,绊魂,2011-07-24,26,23.6,29.4,,25.45
185,绊魂,2011-07-25,27.4,22.2,30.8,,25.35
185,绊魂,2011-07-26,28.4,27.2,30.8,.3,17.01
185,绊魂,2011-07-27,28.2,27.4,30,,19.36
185,绊魂,2011-07-28,28.1,27,30.9,0,24.59
185,绊魂,2011-07-29,28.4,26.7,30.5,,30.12
185,绊魂,2011-07-30,28.4,26.4,30.9,,29.62
185,绊魂,2011-07-31,28.3,26.4,31.3,0,27.3
185,绊魂,2011-08-01,26.6,24.7,28.8,13.5,11.53
185,绊魂,2011-08-02,26.8,25.1,28.9,5.5,21.83
185,绊魂,2011-08-03,28.1,25.6,31,,26.94
185,绊魂,2011-08-04,29.1,25.6,33,,28.7
185,绊魂,2011-08-05,29,24.5,33.9,,26.46
185,绊魂,2011-08-06,28.5,25.9,32.3,3,19.08
185,绊魂,2011-08-07,25.5,24.3,27,67,1.62
185,绊魂,2011-08-08,25.1,24.1,27.8,1,22.14
185,绊魂,2011-08-09,24.7,24,27,,12.36
185,绊魂,2011-08-10,25.2,24.1,27.9,0,17.43
185,绊魂,2011-08-11,25.5,24.5,27.3,0,18.29
185,绊魂,2011-08-12,25.4,24,28.3,0,16.78
185,绊魂,2011-08-13,23.9,23.2,24.6,8,6.45
185,绊魂,2011-08-14,24.5,23.1,27,,12.4
185,绊魂,2011-08-15,25,23.2,27.5,,18.2
185,绊魂,2011-08-16,25.3,24.4,27,,9.92
185,绊魂,2011-08-17,25.1,23.8,27.7,0,14.2
185,绊魂,2011-08-18,23.5,22.3,25.8,0,8.39
185,绊魂,2011-08-19,23.7,22.4,26.1,,23
185,绊魂,2011-08-20,24.5,22.3,27.6,3,13.72
185,绊魂,2011-08-21,22.4,21.5,25,,6.11
185,绊魂,2011-08-22,22.9,22,24.8,26.5,4.77
185,绊魂,2011-08-23,23,20.9,26.5,12.5,10.03
185,绊魂,2011-08-24,23.7,21.3,28.1,.1,16.95
185,绊魂,2011-08-25,24.7,22.1,27.2,.1,10.85
185,绊魂,2011-08-26,25,22.5,29.6,20.5,8.72
185,绊魂,2011-08-27,26.3,23,30.5,,26.96
185,绊魂,2011-08-28,25.8,23.6,29.5,,27.32
185,绊魂,2011-08-29,26,23.5,29.8,,26.81
185,绊魂,2011-08-30,25.8,22.7,29.4,,26.62
185,绊魂,2011-08-31,24.3,22.2,28.3,,26.4
185,绊魂,2011-09-01,24.4,22.6,26.4,,26.08
185,绊魂,2011-09-02,22.9,21.5,24.2,,21.39
185,绊魂,2011-09-03,22.3,21.4,24.5,,21.35
185,绊魂,2011-09-04,22.7,20.7,26.2,,26.87
185,绊魂,2011-09-05,22.4,21.7,23.7,,25.45
185,绊魂,2011-09-06,22,20.2,24.3,,27.98
185,绊魂,2011-09-07,21.8,18.5,23.9,,25.66
185,绊魂,2011-09-08,23.6,19.4,26.4,,24.98
185,绊魂,2011-09-09,24.8,22.7,28.7,.2,11.54
185,绊魂,2011-09-10,23.5,22.2,27,1,10.17
185,绊魂,2011-09-11,24.2,22.5,27.5,.4,8.67
185,绊魂,2011-09-12,24.8,23.2,28,,24.18
185,绊魂,2011-09-13,25.5,23.1,29.7,,25.87
185,绊魂,2011-09-14,26.4,22.8,30.9,,26.95
185,绊魂,2011-09-15,26.7,23.3,30.7,,24.01
185,绊魂,2011-09-16,26.1,22.8,30.4,,25.64
185,绊魂,2011-09-17,25.5,24,29.7,,20.15
185,绊魂,2011-09-18,22.6,20.9,24.1,,11.38
185,绊魂,2011-09-19,22.8,21,26.1,,22.86
185,绊魂,2011-09-20,20.9,19.9,22.2,0,23.58
185,绊魂,2011-09-21,20,19.5,21.9,,22.54
185,绊魂,2011-09-22,20.4,19.1,21.9,,22.38
185,绊魂,2011-09-23,20.3,17.4,22.4,,24.95
185,绊魂,2011-09-24,22.5,17.9,27.3,,21.77
185,绊魂,2011-09-25,23.1,19.5,26.7,,13.45
185,绊魂,2011-09-26,22.8,18.8,27.7,,18.61
185,绊魂,2011-09-27,23.1,16.9,27.4,,21.71
185,绊魂,2011-09-28,24.2,20.1,29.2,.3,13.85
185,绊魂,2011-09-29,24,21.2,27.6,1,13.77
185,绊魂,2011-09-30,20.1,17.7,21.8,.1,9.56
185,绊魂,2011-10-01,17.8,17.1,18.5,,9.74
185,绊魂,2011-10-02,17.6,16.9,19.1,,7.39
185,绊魂,2011-10-03,16.6,15.6,18.4,,15.08
185,绊魂,2011-10-04,19.7,15.8,24,,21.57
185,绊魂,2011-10-05,19.3,17.4,22,,18.48
185,绊魂,2011-10-06,20.1,17.8,23.8,,16.78
185,绊魂,2011-10-07,18.1,17.1,19.8,,22.82
185,绊魂,2011-10-08,17.8,15.4,20.6,,22.67
185,绊魂,2011-10-09,20.4,15.4,25.3,,17.86
185,绊魂,2011-10-10,22.4,18.2,26.8,,17.71
185,绊魂,2011-10-11,19.8,18.1,21.8,,14.73
185,绊魂,2011-10-12,19.9,16.6,24.9,0,15.83
185,绊魂,2011-10-13,21.2,18.5,25.3,3,17.52
185,绊魂,2011-10-14,19.3,17.8,21.2,61.5,3.48
185,绊魂,2011-10-15,20.3,16.1,23.4,,13.83
185,绊魂,2011-10-16,19.6,17.8,23.1,,16.54
185,绊魂,2011-10-17,18.4,15.7,22.2,,19.4
185,绊魂,2011-10-18,15,13.1,16.4,,21.71
185,绊魂,2011-10-19,18.1,14.5,21.4,,20.66
185,绊魂,2011-10-20,19.6,15.9,22.8,,15.15
185,绊魂,2011-10-21,20,18.2,23.3,3.5,5.15
185,绊魂,2011-10-22,18.5,17.4,20.6,,14.61
185,绊魂,2011-10-23,18.7,16.2,22.9,,10.93
185,绊魂,2011-10-24,17.9,15.6,20.8,2.5,2.42
185,绊魂,2011-10-25,13.2,11.6,15.7,,17.04
185,绊魂,2011-10-26,12.8,9.4,15.9,,20.44
185,绊魂,2011-10-27,16.7,12,20.6,,14.52
185,绊魂,2011-10-28,18.9,15.1,23,,18.42
185,绊魂,2011-10-29,17.6,16.4,19.8,.5,9.52
185,绊魂,2011-10-30,17.1,16.3,18,,15.3
185,绊魂,2011-10-31,18.1,14.8,22.7,,14.22
185,绊魂,2011-11-01,20.5,17.2,23.3,0,10.03
185,绊魂,2011-11-02,22.6,20.4,26.8,,14.07
185,绊魂,2011-11-03,21.4,19.5,24.2,27.5,7.08
185,绊魂,2011-11-04,22.6,20,26.2,61.5,13.63
185,绊魂,2011-11-05,20.7,19.5,23.6,22,10.45
185,绊魂,2011-11-06,19.8,18.2,22.5,.5,9.93
185,绊魂,2011-11-07,18.1,17,19,0,7.85
185,绊魂,2011-11-08,17.5,16.4,18.4,0,9.53
185,绊魂,2011-11-09,17.5,16,19.1,1,5.75
185,绊魂,2011-11-10,17.6,16.8,18.7,.1,2.87
185,绊魂,2011-11-11,17,16.1,18.5,9.5,10.59
185,绊魂,2011-11-12,16.5,15.4,18.6,,13.24
185,绊魂,2011-11-13,16.9,15.4,20,,10.59
185,绊魂,2011-11-14,13.6,11.2,15.7,,16.51
185,绊魂,2011-11-15,14.1,10.9,17.5,,15.82
185,绊魂,2011-11-16,16.4,12.1,21.2,,14.51
185,绊魂,2011-11-17,17,13.9,19.1,25.5,2.35
185,绊魂,2011-11-18,20.9,18.1,23.1,37,6.04
185,绊魂,2011-11-19,15.6,12.3,21,2.5,2.96
185,绊魂,2011-11-20,10.2,9.1,12.6,,6.85
185,绊魂,2011-11-21,10.3,8.3,11.9,,12.11
185,绊魂,2011-11-22,11.5,7.9,15.8,2,8.58
185,绊魂,2011-11-23,12.7,8.7,17.4,0,8.09
185,绊魂,2011-11-24,8.9,7.2,10.3,,4.53
185,绊魂,2011-11-25,9,5.9,11.6,,14.27
185,绊魂,2011-11-26,12.3,7.2,16.4,,12.71
185,绊魂,2011-11-27,16.3,12.5,19.8,,10.01
185,绊魂,2011-11-28,19,16.2,22.1,,11.18
185,绊魂,2011-11-29,18,16.2,20.4,,7.21
185,绊魂,2011-11-30,15.8,12.5,21.6,.4,5.81
185,绊魂,2011-12-01,11.3,10.2,13.5,7,3.37
185,绊魂,2011-12-02,11.7,10.6,12.9,7.5,2.31
185,绊魂,2011-12-03,11.7,10,13.9,1.5,7.46
185,绊魂,2011-12-04,10.8,10,12,,3.62
185,绊魂,2011-12-05,9.7,6.9,11.7,,13.64
185,绊魂,2011-12-06,11.4,9.9,13.3,,9.88
185,绊魂,2011-12-07,9.7,8.3,11.4,4,1.84
185,绊魂,2011-12-08,8.6,4.2,11,2,.95
185,绊魂,2011-12-09,5.9,4.4,6.9,.4,4.35
185,绊魂,2011-12-10,6.4,4.9,7.7,3,2.9
185,绊魂,2011-12-11,8.7,7.2,9.7,,1.56
185,绊魂,2011-12-12,10,8.1,11.4,,3.06
185,绊魂,2011-12-13,9.9,7.4,12.4,,13.18
185,绊魂,2011-12-14,11.9,9,13.9,,13.28
185,绊魂,2011-12-15,7,5.2,12.4,0,3.97
185,绊魂,2011-12-16,5,2.3,7.1,1,4.21
185,绊魂,2011-12-17,5.6,3.8,6.9,0,3.44
185,绊魂,2011-12-18,7.5,6.1,8.8,,3.51
185,绊魂,2011-12-19,6.8,4.4,8.9,,10.29
185,绊魂,2011-12-20,7.4,3.7,8.7,,8.89
185,绊魂,2011-12-21,9.2,7.2,11.3,.5,5.25
185,绊魂,2011-12-22,5.4,3.2,9.1,0,4.14
185,绊魂,2011-12-23,4.1,2.6,4.9,.2,4.67
185,绊魂,2011-12-24,4.8,1.6,7.2,3,4.62
185,绊魂,2011-12-25,5.3,3.7,6.7,.2,5.67
185,绊魂,2011-12-26,4.2,2.8,6.3,.5,6.09
185,绊魂,2011-12-27,4,.9,6.2,,13.73
185,绊魂,2011-12-28,7.3,4.8,9.4,.5,2.44
185,绊魂,2011-12-29,7.8,5.9,10.4,0,6.53
185,绊魂,2011-12-30,5.8,5,6.7,,11.04
185,绊魂,2011-12-31,6.8,4.3,8.5,,9.29
185,绊魂,2012-01-01,7.1,4.2,9,0,2.73
185,绊魂,2012-01-02,5.8,4.3,7.1,,6.19
185,绊魂,2012-01-03,6,1.2,9.3,1,3.68
185,绊魂,2012-01-04,3.2,.5,4.6,1.8,5
185,绊魂,2012-01-05,4.6,3.4,5.5,.2,2.57
185,绊魂,2012-01-06,5.1,3.1,7.1,0,6.69
185,绊魂,2012-01-07,4.5,3.4,5.9,,14.63
185,绊魂,2012-01-08,5.5,3.2,6.8,,5.96
185,绊魂,2012-01-09,6.7,5.3,7.8,,6.25
185,绊魂,2012-01-10,7,6,8.5,,9.64
185,绊魂,2012-01-11,4.4,2.1,7.1,0,4.57
185,绊魂,2012-01-12,4.3,2.3,5.8,,6.75
185,绊魂,2012-01-13,7.3,5.8,9.9,,7.36
185,绊魂,2012-01-14,5.9,4,7.4,,11.01
185,绊魂,2012-01-15,6.1,5.3,6.9,,4.71
185,绊魂,2012-01-16,7.9,6.8,9.1,,3.55
185,绊魂,2012-01-17,9.2,6.9,11.3,,11.3
185,绊魂,2012-01-18,9.1,8.2,10.9,0,5.75
185,绊魂,2012-01-19,9.6,8.6,10.7,.1,9.56
185,绊魂,2012-01-20,10,8.9,11,.2,2.21
185,绊魂,2012-01-21,8,5.8,10.1,2,1.84
185,绊魂,2012-01-22,2.7,.9,6.2,0,5.43
185,绊魂,2012-01-23,1.6,-.3,3.6,0,6.44
185,绊魂,2012-01-24,2.8,.8,4.2,.1,6.38
185,绊魂,2012-01-25,2.2,-.4,3.7,.6,7.35
185,绊魂,2012-01-26,3.6,.9,7.4,,8.52
185,绊魂,2012-01-27,7.9,3,10.8,,8.43
185,绊魂,2012-01-28,7.1,5.9,8.5,,9.46
185,绊魂,2012-01-29,6.6,5.1,8.7,,14.71
185,绊魂,2012-01-30,3.9,2.2,5.4,,16.12
185,绊魂,2012-01-31,6.9,2.4,9.4,,11.9
185,绊魂,2012-02-01,3.2,0,9.6,0,7.37
185,绊魂,2012-02-02,-.5,-2.3,.9,.6,7.68
185,绊魂,2012-02-03,1.8,-.4,4,.1,4.96
185,绊魂,2012-02-04,5.3,3.1,10,,9.04
185,绊魂,2012-02-05,7.1,3.5,9.4,.1,2.59
185,绊魂,2012-02-06,10,7.9,11.7,14.5,1.04
185,绊魂,2012-02-07,1.9,-1.9,8.7,.2,5.81
185,绊魂,2012-02-08,1.3,-1.7,2.9,.3,7.42
185,绊魂,2012-02-09,3.1,2.1,4.6,,8.96
185,绊魂,2012-02-10,4.2,2.6,5.4,,6.54
185,绊魂,2012-02-11,3.6,1.5,5,,18.53
185,绊魂,2012-02-12,6.7,1.3,12.4,1.5,16.36
185,绊魂,2012-02-13,9.8,5.7,11.8,2.5,2.36
185,绊魂,2012-02-14,9.7,7,12.7,17,3.95
185,绊魂,2012-02-15,6.1,4.9,7.3,2.5,11.34
185,绊魂,2012-02-16,4.7,3.9,5.7,,15.78
185,绊魂,2012-02-17,2.6,.5,5.1,0,10.05
185,绊魂,2012-02-18,1.2,-1.7,2.9,.9,9.09
185,绊魂,2012-02-19,2.6,1,5.1,,10.5
185,绊魂,2012-02-20,4.6,2.5,8.7,,18.18
185,绊魂,2012-02-21,6.2,4.6,8.8,7,1.49
185,绊魂,2012-02-22,11.1,7.6,13.4,3.5,4.51
185,绊魂,2012-02-23,8.5,5.3,12.2,6,10.45
185,绊魂,2012-02-24,10.1,5.7,15.1,1,14.04
185,绊魂,2012-02-25,5.4,3.5,8.9,1.5,6.28
185,绊魂,2012-02-26,3.8,2.6,5.2,,13.64
185,绊魂,2012-02-27,4.1,2.2,5.8,,21.92
185,绊魂,2012-02-28,7.1,3.9,9.7,11,2.67
185,绊魂,2012-02-29,9.6,6.7,12.1,,15.23
185,绊魂,2012-03-01,11.3,9.8,13.2,.5,6.1
185,绊魂,2012-03-02,9.1,7.9,11.7,7.5,1.26
185,绊魂,2012-03-03,11.6,8.9,16.4,0,11.56
185,绊魂,2012-03-04,10.6,9.1,11.9,8.5,1.88
185,绊魂,2012-03-05,11.4,8.6,14.2,19.5,2.55
185,绊魂,2012-03-06,8.4,6.6,10,0,9.17
185,绊魂,2012-03-07,6.9,5.7,7.8,,5.98
185,绊魂,2012-03-08,8.2,6.3,10.1,,12.01
185,绊魂,2012-03-09,6.1,5.2,7.5,,19.15
185,绊魂,2012-03-10,6.4,5.4,7.9,,23.2
185,绊魂,2012-03-11,4.4,1.5,7.3,,16.67
185,绊魂,2012-03-12,3.4,1.4,5,,21.77
185,绊魂,2012-03-13,5.2,2.2,8.6,,19.9
185,绊魂,2012-03-14,9.3,4.5,13.2,,23.58
185,绊魂,2012-03-15,10.9,7.9,14.7,,20.85
185,绊魂,2012-03-16,12.5,9.7,15.4,7.5,6.51
185,绊魂,2012-03-17,10.2,8.9,12,.5,4.14
185,绊魂,2012-03-18,7.8,6.3,9.6,3,5.38
185,绊魂,2012-03-19,6.9,5.3,8.2,,16.37
185,绊魂,2012-03-20,7,6,8.2,,22.26
185,绊魂,2012-03-21,7.8,3.8,9.9,,25.66
185,绊魂,2012-03-22,11.1,6.4,15,21.5,1.49
185,绊魂,2012-03-23,9.9,7.3,14.5,13,1.36
185,绊魂,2012-03-24,8.6,6.6,10.5,,26.33
185,绊魂,2012-03-25,8,6.1,11.3,,26.88
185,绊魂,2012-03-26,6.7,5.2,9.4,,27.28
185,绊魂,2012-03-27,11.4,6.1,15.5,,23.76
185,绊魂,2012-03-28,13,10.9,18.1,,25.25
185,绊魂,2012-03-29,15.3,9.4,19.2,,20.14
185,绊魂,2012-03-30,14,9.2,16.5,35,1.44
185,绊魂,2012-03-31,10.3,6.5,14.9,,24.97
185,绊魂,2012-04-01,8.8,5.5,13.2,,26.28
185,绊魂,2012-04-02,14.9,7.5,18,0,15.42
185,绊魂,2012-04-03,9.6,6.7,16.2,5.5,22.01
185,绊魂,2012-04-04,11.1,5.6,13.5,,23.87
185,绊魂,2012-04-05,12.3,8.7,16.9,,22.13
185,绊魂,2012-04-06,10.8,5.4,16.2,,26.07
185,绊魂,2012-04-07,11.7,7.7,15.7,,26.95
185,绊魂,2012-04-08,15.1,10.3,18.6,.1,23.26
185,绊魂,2012-04-09,15.8,14.2,18.5,,24.84
185,绊魂,2012-04-10,15.3,14.2,17.2,34.5,4.1
185,绊魂,2012-04-11,12.4,9.2,16.6,9.5,6.42
185,绊魂,2012-04-12,11,8.9,14.3,,28.91
185,绊魂,2012-04-13,11.2,10,12.9,1.5,6.51
185,绊魂,2012-04-14,12,10.2,13.6,,27.55
185,绊魂,2012-04-15,14.2,11.3,18.3,,23.88
185,绊魂,2012-04-16,13,9.7,17.8,,28.58
185,绊魂,2012-04-17,12.4,10.7,13.9,,28.1
185,绊魂,2012-04-18,15.9,10.6,20.6,,22.43
185,绊魂,2012-04-19,15.4,13.1,17,5,3.1
185,绊魂,2012-04-20,17.4,15.9,18.9,4.5,5.56
185,绊魂,2012-04-21,15.7,12.2,18.9,84.5,1.35
185,绊魂,2012-04-22,14.4,12,18.4,,23.79
185,绊魂,2012-04-23,16.7,13.3,20.1,,27.92
185,绊魂,2012-04-24,19.8,15.9,23,.1,18.43
185,绊魂,2012-04-25,15.7,11.5,19.8,38.5,1.99
185,绊魂,2012-04-26,13.9,11.3,17.5,,31.84
185,绊魂,2012-04-27,15.7,11.7,19,,31.8
185,绊魂,2012-04-28,17.2,11.8,22.1,,30.98
185,绊魂,2012-04-29,18.3,15.5,21.2,16,5.07
185,绊魂,2012-04-30,17.7,15.5,21.2,15.5,10.43
185,绊魂,2012-05-01,18.7,17.2,20.4,32,3.9
185,绊魂,2012-05-02,17.4,15.1,21.6,.5,16.54
185,绊魂,2012-05-03,15.5,14.2,19.2,,29.81
185,绊魂,2012-05-04,16.1,13.7,20.2,,27.71
185,绊魂,2012-05-05,18,14.9,22.5,,31.14
185,绊魂,2012-05-06,17.4,14.8,20.8,,26.92
185,绊魂,2012-05-07,18.6,16.2,20.4,,25.1
185,绊魂,2012-05-08,17.9,15.6,20.2,,12.05
185,绊魂,2012-05-09,16.6,13.7,19.8,,29.87
185,绊魂,2012-05-10,17.1,13.8,21.8,,23.27
185,绊魂,2012-05-11,17.1,13.2,22,,22.64
185,绊魂,2012-05-12,16.6,12.5,21.2,,28.25
185,绊魂,2012-05-13,19.3,14.4,24.9,0,15.95
185,绊魂,2012-05-14,18.2,16.8,21.3,3,10.6
185,绊魂,2012-05-15,15.7,14.6,17,1.5,14.91
185,绊魂,2012-05-16,17.7,14.5,20.1,,25.8
185,绊魂,2012-05-17,18.1,14.5,22.7,,30.63
185,绊魂,2012-05-18,16.9,14.2,21.1,,28.94
185,绊魂,2012-05-19,17.6,14.2,20.9,,12.73
